Outlet Name,Outlet GSTIN Code,Invoice No,Invoice Date,Taxable Line Amt,SGST_Tax_Rate,SGST_Tax_Value,CGST_Tax_Rate,CGST_Tax_Value,Cess_Tax_Rate,Cess_Tax_Value,Total Tax Amount,Net Amount
BK COMMUNATION,,580418001759,6/9/2018,53.85,9,4.85,9,4.85,0,0,9.7,63.55
BK COMMUNATION,,580418001759,6/9/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
BK COMMUNATION,,580418001759,6/9/2018,22.86,14,3.2,14,3.2,12,2.74,9.14,32
BK COMMUNATION,,580418001759,6/9/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
BK COMMUNATION,,580418001759,6/9/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
BK COMMUNATION,,580418001759,6/9/2018,132.74,6,7.96,6,7.96,0,0,15.92,148.66
BK COMMUNATION,,580418001759,6/9/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
Duru pan shop,,580418001760,6/9/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
Duru pan shop,,580418001760,6/9/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
Duru pan shop,,580418001760,6/9/2018,58.44,14,8.18,14,8.18,12,7.01,23.37,81.81
Duru pan shop,,580418001760,6/9/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
Duru pan shop,,580418001760,6/9/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
Duru pan shop,,580418001760,6/9/2018,53.85,9,4.85,9,4.85,0,0,9.7,63.55
Duru pan shop,,580418001760,6/9/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
Duru pan shop,,580418001760,6/9/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
Duru pan shop,,580418001760,6/9/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
Duru pan shop,,580418001760,6/9/2018,132.74,6,7.96,6,7.96,0,0,15.92,148.66
Duru pan shop,,580418001760,6/9/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
Bhagaban mobile store,,580418001761,6/9/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
Bhagaban mobile store,,580418001761,6/9/2018,53.85,9,4.85,9,4.85,0,0,9.7,63.55
Bhagaban mobile store,,580418001761,6/9/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
Bhagaban mobile store,,580418001761,6/9/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
Bhagaban mobile store,,580418001761,6/9/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
Bhagaban mobile store,,580418001761,6/9/2018,25.11,9,2.26,9,2.26,0,0,4.52,29.63
Bhagaban mobile store,,580418001761,6/9/2018,322.35,9,29.01,9,29.01,0,0,58.02,380.37
Bhagaban mobile store,,580418001761,6/9/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
K.G.N Verity Store,,580418001762,6/9/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
K.G.N Verity Store,,580418001762,6/9/2018,53.85,9,4.85,9,4.85,0,0,9.7,63.55
K.G.N Verity Store,,580418001762,6/9/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
K.G.N Verity Store,,580418001762,6/9/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
K.G.N Verity Store,,580418001762,6/9/2018,322.35,9,29.01,9,29.01,0,0,58.02,380.37
K.G.N Verity Store,,580418001762,6/9/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
HOTEL CHICK-INN,,580418001763,6/9/2018,48.7,14,6.82,14,6.82,12,5.84,19.48,68.18
HOTEL CHICK-INN,,580418001763,6/9/2018,48.7,14,6.82,14,6.82,12,5.84,19.48,68.18
HOTEL CHICK-INN,,580418001763,6/9/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
HOTEL CHICK-INN,,580418001763,6/9/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
HOTEL CHICK-INN,,580418001763,6/9/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
HOTEL CHICK-INN,,580418001763,6/9/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
HOTEL CHICK-INN,,580418001763,6/9/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
HOTEL CHICK-INN,,580418001763,6/9/2018,483.52,9,43.52,9,43.52,0,0,87.04,570.56
HOTEL ROYAL,,580418001764,6/11/2018,0,9,0,9,0,0,0,0,0
HOTEL ROYAL,,580418001764,6/11/2018,0,14,0,14,0,12,0,0,0
HOTEL ROYAL,,580418001764,6/11/2018,0,14,0,14,0,12,0,0,0
HOTEL ROYAL,,580418001764,6/11/2018,0,14,0,14,0,12,0,0,0
HOTEL ROYAL,,580418001764,6/11/2018,0,14,0,14,0,12,0,0,0
HOTEL ROYAL,,580418001764,6/11/2018,0,9,0,9,0,0,0,0,0
HOTEL ROYAL,,580418001764,6/11/2018,0,9,0,9,0,0,0,0,0
HOTEL ROYAL,,580418001764,6/11/2018,435.41,9,39.19,9,39.19,0,0,78.38,513.79
GOPAL BETEL SHOP,,580418001765,6/11/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
GOPAL BETEL SHOP,,580418001765,6/11/2018,53.85,9,4.85,9,4.85,0,0,9.7,63.55
GOPAL BETEL SHOP,,580418001765,6/11/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
GOPAL BETEL SHOP,,580418001765,6/11/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
GOPAL BETEL SHOP,,580418001765,6/11/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
GOPAL BETEL SHOP,,580418001765,6/11/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
GOPAL BETEL SHOP,,580418001765,6/11/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
GOPAL BETEL SHOP,,580418001765,6/11/2018,931.45,9,83.83,9,83.83,0,0,167.66,1099.11
LOKNATH VAREITY STORE,,580418001766,6/11/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
LOKNATH VAREITY STORE,,580418001766,6/11/2018,53.85,9,4.85,9,4.85,0,0,9.7,63.55
LOKNATH VAREITY STORE,,580418001766,6/11/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
LOKNATH VAREITY STORE,,580418001766,6/11/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
LOKNATH VAREITY STORE,,580418001766,6/11/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
LOKNATH VAREITY STORE,,580418001766,6/11/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
LOKNATH VAREITY STORE,,580418001766,6/11/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
LOKNATH VAREITY STORE,,580418001766,6/11/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
LOKNATH VAREITY STORE,,580418001766,6/11/2018,66.37,6,3.98,6,3.98,0,0,7.96,74.33
BISWANATH BETEL SHOP,,580418001767,6/11/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
BISWANATH BETEL SHOP,,580418001767,6/11/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
BISWANATH BETEL SHOP,,580418001767,6/11/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
BISWANATH BETEL SHOP,,580418001767,6/11/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
BISWANATH BETEL SHOP,,580418001767,6/11/2018,53.85,9,4.85,9,4.85,0,0,9.7,63.55
BISWANATH BETEL SHOP,,580418001767,6/11/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
BISWANATH BETEL SHOP,,580418001767,6/11/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
BISWANATH BETEL SHOP,,580418001767,6/11/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
BISWANATH BETEL SHOP,,580418001767,6/11/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
BISWANATH BETEL SHOP,,580418001767,6/11/2018,77.64,6,4.66,6,4.66,0,0,9.32,86.96
MANOJ PAN SHOP,,580418001768,6/11/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
MANOJ PAN SHOP,,580418001768,6/11/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
MANOJ PAN SHOP,,580418001768,6/11/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
MANOJ PAN SHOP,,580418001768,6/11/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
MANOJ PAN SHOP,,580418001768,6/11/2018,175.32,14,24.55,14,24.55,12,21.04,70.14,245.46
MANOJ PAN SHOP,,580418001768,6/11/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
MANOJ PAN SHOP,,580418001768,6/11/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
MANOJ PAN SHOP,,580418001768,6/11/2018,25.97,14,3.64,14,3.64,12,3.12,10.4,36.37
MANOJ PAN SHOP,,580418001768,6/11/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
MANOJ PAN SHOP,,580418001768,6/11/2018,931.45,9,83.83,9,83.83,0,0,167.66,1099.11
MANOJ PAN SHOP,,580418001768,6/11/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
BASANTI V. STORE,,580418001769,6/11/2018,48.7,14,6.82,14,6.82,12,5.84,19.48,68.18
BASANTI V. STORE,,580418001769,6/11/2018,48.7,14,6.82,14,6.82,12,5.84,19.48,68.18
BASANTI V. STORE,,580418001769,6/11/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
BASANTI V. STORE,,580418001769,6/11/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
BASANTI V. STORE,,580418001769,6/11/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
BASANTI V. STORE,,580418001769,6/11/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
BASANTI V. STORE,,580418001769,6/11/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
BASANTI V. STORE,,580418001769,6/11/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
BASANTI V. STORE,,580418001769,6/11/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
BASANTI V. STORE,,580418001769,6/11/2018,322.35,9,29.01,9,29.01,0,0,58.02,380.37
MUNU OMFED PARLOUR,,580418001770,6/11/2018,48.7,14,6.82,14,6.82,12,5.84,19.48,68.18
MUNU OMFED PARLOUR,,580418001770,6/11/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
MUNU OMFED PARLOUR,,580418001770,6/11/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
MUNU OMFED PARLOUR,,580418001770,6/11/2018,175.32,14,24.55,14,24.55,12,21.04,70.14,245.46
MUNU OMFED PARLOUR,,580418001770,6/11/2018,53.85,9,4.85,9,4.85,0,0,9.7,63.55
MUNU OMFED PARLOUR,,580418001770,6/11/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
MUNU OMFED PARLOUR,,580418001770,6/11/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
MUNU OMFED PARLOUR,,580418001770,6/11/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
MUNU OMFED PARLOUR,,580418001770,6/11/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
MUNU OMFED PARLOUR,,580418001770,6/11/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
PRADEEP GROCERY,,580418001771,6/11/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
PRADEEP GROCERY,,580418001771,6/11/2018,175.32,14,24.55,14,24.55,12,21.04,70.14,245.46
PRADEEP GROCERY,,580418001771,6/11/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
PRADEEP GROCERY,,580418001771,6/11/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
PRADEEP GROCERY,,580418001771,6/11/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
PRADEEP GROCERY,,580418001771,6/11/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
CAFE CORNER,,580418001772,6/11/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
CAFE CORNER,,580418001772,6/11/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
CAFE CORNER,,580418001772,6/11/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
CAFE CORNER,,580418001772,6/11/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
CAFE CORNER,,580418001772,6/11/2018,365.72,14,51.2,14,51.2,12,43.89,146.29,512.01
CAFE CORNER,,580418001772,6/11/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
CAFE CORNER,,580418001772,6/11/2018,155.85,14,21.82,14,21.82,12,18.7,62.34,218.19
CAFE CORNER,,580418001772,6/11/2018,155.85,14,21.82,14,21.82,12,18.7,62.34,218.19
S.M. STORE,,580418001773,6/11/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
S.M. STORE,,580418001773,6/11/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
S.M. STORE,,580418001773,6/11/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
S.M. STORE,,580418001773,6/11/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
S.M. STORE,,580418001773,6/11/2018,58.44,14,8.18,14,8.18,12,7.01,23.37,81.81
S.M. STORE,,580418001773,6/11/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
S.M. STORE,,580418001773,6/11/2018,53.85,9,4.85,9,4.85,0,0,9.7,63.55
S.M. STORE,,580418001773,6/11/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
S.M. STORE,,580418001773,6/11/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
S.M. STORE,,580418001773,6/11/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
S.M. STORE,,580418001773,6/11/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
S.M. STORE,,580418001773,6/11/2018,322.35,9,29.01,9,29.01,0,0,58.02,380.37
S.M. STORE,,580418001773,6/11/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
GANGA JAMUNA STORE,,580418001774,6/11/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
GANGA JAMUNA STORE,,580418001774,6/11/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
GANGA JAMUNA STORE,,580418001774,6/11/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
GANGA JAMUNA STORE,,580418001774,6/11/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
GANGA JAMUNA STORE,,580418001774,6/11/2018,175.32,14,24.55,14,24.55,12,21.04,70.14,245.46
GANGA JAMUNA STORE,,580418001774,6/11/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
GANGA JAMUNA STORE,,580418001774,6/11/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
GANGA JAMUNA STORE,,580418001774,6/11/2018,25.97,14,3.64,14,3.64,12,3.12,10.4,36.37
GANGA JAMUNA STORE,,580418001774,6/11/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
GANGA JAMUNA STORE,,580418001774,6/11/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
GANGA JAMUNA STORE,,580418001774,6/11/2018,322.35,9,29.01,9,29.01,0,0,58.02,380.37
ZEE STORE,,580418001775,6/11/2018,389.61,14,54.55,14,54.55,12,46.75,155.85,545.46
ZEE STORE,,580418001775,6/11/2018,389.61,14,54.55,14,54.55,12,46.75,155.85,545.46
ZEE STORE,,580418001775,6/11/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
ZEE STORE,,580418001775,6/11/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
ZEE STORE,,580418001775,6/11/2018,175.32,14,24.55,14,24.55,12,21.04,70.14,245.46
ZEE STORE,,580418001775,6/11/2018,175.32,14,24.55,14,24.55,12,21.04,70.14,245.46
ZEE STORE,,580418001775,6/11/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
ZEE STORE,,580418001775,6/11/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
ZEE STORE,,580418001775,6/11/2018,311.69,14,43.64,14,43.64,12,37.4,124.68,436.37
ZEE STORE,,580418001775,6/11/2018,311.69,14,43.64,14,43.64,12,37.4,124.68,436.37
ZEE STORE,,580418001775,6/11/2018,265.49,6,15.93,6,15.93,0,0,31.86,297.35
SAI AUTO,,580418001776,6/11/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
SAI AUTO,,580418001776,6/11/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
SAI AUTO,,580418001776,6/11/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
SAI AUTO,,580418001776,6/11/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
SAI AUTO,,580418001776,6/11/2018,155.85,14,21.82,14,21.82,12,18.7,62.34,218.19
SAI AUTO,,580418001776,6/11/2018,155.85,14,21.82,14,21.82,12,18.7,62.34,218.19
SAI AUTO,,580418001776,6/11/2018,158.28,6,9.5,6,9.5,0,0,19,177.28
POOJA VT STORE,,580418001777,6/11/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
POOJA VT STORE,,580418001777,6/11/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
POOJA VT STORE,,580418001777,6/11/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
POOJA VT STORE,,580418001777,6/11/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
POOJA VT STORE,,580418001777,6/11/2018,175.32,14,24.55,14,24.55,12,21.04,70.14,245.46
POOJA VT STORE,,580418001777,6/11/2018,53.85,9,4.85,9,4.85,0,0,9.7,63.55
POOJA VT STORE,,580418001777,6/11/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
POOJA VT STORE,,580418001777,6/11/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
POOJA VT STORE,,580418001777,6/11/2018,22.86,14,3.2,14,3.2,12,2.74,9.14,32
POOJA VT STORE,,580418001777,6/11/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
POOJA VT STORE,,580418001777,6/11/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
POOJA VT STORE,,580418001777,6/11/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
POOJA VT STORE,,580418001777,6/11/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
SHREE SAI VANDAR,21AWCPS4200L1ZT,580418001778,6/11/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
SHREE SAI VANDAR,21AWCPS4200L1ZT,580418001778,6/11/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
SHREE SAI VANDAR,21AWCPS4200L1ZT,580418001778,6/11/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
SHREE SAI VANDAR,21AWCPS4200L1ZT,580418001778,6/11/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
SHREE SAI VANDAR,21AWCPS4200L1ZT,580418001778,6/11/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
SHREE SAI VANDAR,21AWCPS4200L1ZT,580418001778,6/11/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
SHREE SAI VANDAR,21AWCPS4200L1ZT,580418001778,6/11/2018,931.45,9,83.83,9,83.83,0,0,167.66,1099.11
ORISSA CRICKET ASSOCIATION CLUB,21AAAAO0319F1ZC,580418001779,6/11/2018,1051.94,14,147.27,14,147.27,12,126.23,420.77,1472.71
CHINKY VT STORE,,580418001780,6/11/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
CHINKY VT STORE,,580418001780,6/11/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
CHINKY VT STORE,,580418001780,6/11/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
CHINKY VT STORE,,580418001780,6/11/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
CHINKY VT STORE,,580418001780,6/11/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
CHINKY VT STORE,,580418001780,6/11/2018,53.85,9,4.85,9,4.85,0,0,9.7,63.55
CHINKY VT STORE,,580418001780,6/11/2018,22.86,14,3.2,14,3.2,12,2.74,9.14,32
CHINKY VT STORE,,580418001780,6/11/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
CHINKY VT STORE,,580418001780,6/11/2018,22.86,14,3.2,14,3.2,12,2.74,9.14,32
CHINKY VT STORE,,580418001780,6/11/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
CHINKY VT STORE,,580418001780,6/11/2018,22.86,14,3.2,14,3.2,12,2.74,9.14,32
CHINKY VT STORE,,580418001780,6/11/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
CHINKY VT STORE,,580418001780,6/11/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
GOLOK OMFED BOOTH,,580418001781,6/11/2018,48.7,14,6.82,14,6.82,12,5.84,19.48,68.18
GOLOK OMFED BOOTH,,580418001781,6/11/2018,48.7,14,6.82,14,6.82,12,5.84,19.48,68.18
GOLOK OMFED BOOTH,,580418001781,6/11/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
GOLOK OMFED BOOTH,,580418001781,6/11/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
GOLOK OMFED BOOTH,,580418001781,6/11/2018,175.32,14,24.55,14,24.55,12,21.04,70.14,245.46
GOLOK OMFED BOOTH,,580418001781,6/11/2018,53.85,9,4.85,9,4.85,0,0,9.7,63.55
GOLOK OMFED BOOTH,,580418001781,6/11/2018,22.86,14,3.2,14,3.2,12,2.74,9.14,32
GOLOK OMFED BOOTH,,580418001781,6/11/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
GOLOK OMFED BOOTH,,580418001781,6/11/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
GOLOK OMFED BOOTH,,580418001781,6/11/2018,22.86,14,3.2,14,3.2,12,2.74,9.14,32
GOLOK OMFED BOOTH,,580418001781,6/11/2018,25.97,14,3.64,14,3.64,12,3.12,10.4,36.37
GOLOK OMFED BOOTH,,580418001781,6/11/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
GIFT PALACE,,580418001782,6/11/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
GIFT PALACE,,580418001782,6/11/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
GIFT PALACE,,580418001782,6/11/2018,58.44,14,8.18,14,8.18,12,7.01,23.37,81.81
GIFT PALACE,,580418001782,6/11/2018,53.85,9,4.85,9,4.85,0,0,9.7,63.55
GIFT PALACE,,580418001782,6/11/2018,22.86,14,3.2,14,3.2,12,2.74,9.14,32
GIFT PALACE,,580418001782,6/11/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
GIFT PALACE,,580418001782,6/11/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
GIFT PALACE,,580418001782,6/11/2018,22.86,14,3.2,14,3.2,12,2.74,9.14,32
GIFT PALACE,,580418001782,6/11/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
GIFT PALACE,,580418001782,6/11/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
GIFT PALACE,,580418001782,6/11/2018,52.76,6,3.17,6,3.17,0,0,6.34,59.1
GIFT PALACE,,580418001782,6/11/2018,132.74,6,7.96,6,7.96,0,0,15.92,148.66
GIFT PALACE,,580418001782,6/11/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
GADAGADIA VT STORE,,580418001783,6/11/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
GADAGADIA VT STORE,,580418001783,6/11/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
GADAGADIA VT STORE,,580418001783,6/11/2018,175.32,14,24.55,14,24.55,12,21.04,70.14,245.46
GADAGADIA VT STORE,,580418001783,6/11/2018,53.85,9,4.85,9,4.85,0,0,9.7,63.55
GADAGADIA VT STORE,,580418001783,6/11/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
GADAGADIA VT STORE,,580418001783,6/11/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
GADAGADIA VT STORE,,580418001783,6/11/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
GADAGADIA VT STORE,,580418001783,6/11/2018,25.97,14,3.64,14,3.64,12,3.12,10.4,36.37
GADAGADIA VT STORE,,580418001783,6/11/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
GADAGADIA VT STORE,,580418001783,6/11/2018,52.76,6,3.17,6,3.17,0,0,6.34,59.1
GADAGADIA VT STORE,,580418001783,6/11/2018,132.74,6,7.96,6,7.96,0,0,15.92,148.66
GADAGADIA VT STORE,,580418001783,6/11/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
CAFÃ‰ POINT,,580418001784,6/11/2018,462.25,9,41.6,9,41.6,0,0,83.2,545.45
CAFÃ‰ POINT,,580418001784,6/11/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
CAFÃ‰ POINT,,580418001784,6/11/2018,1051.94,14,147.27,14,147.27,12,126.23,420.77,1472.71
CAFÃ‰ POINT,,580418001784,6/11/2018,155.85,14,21.82,14,21.82,12,18.7,62.34,218.19
CAFÃ‰ POINT,,580418001784,6/11/2018,155.85,14,21.82,14,21.82,12,18.7,62.34,218.19
CAFÃ‰ POINT,,580418001784,6/11/2018,483.52,9,43.52,9,43.52,0,0,87.04,570.56
MUSIC PARK & VT STORE,,580418001785,6/11/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
MUSIC PARK & VT STORE,,580418001785,6/11/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
MUSIC PARK & VT STORE,,580418001785,6/11/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
MUSIC PARK & VT STORE,,580418001785,6/11/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
MUSIC PARK & VT STORE,,580418001785,6/11/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
MUSIC PARK & VT STORE,,580418001785,6/11/2018,25.97,14,3.64,14,3.64,12,3.12,10.4,36.37
MUSIC PARK & VT STORE,,580418001785,6/11/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
JAI JAGANATH VT STORE,,580418001786,6/11/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
JAI JAGANATH VT STORE,,580418001786,6/11/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
JAI JAGANATH VT STORE,,580418001786,6/11/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
JAI JAGANATH VT STORE,,580418001786,6/11/2018,53.85,9,4.85,9,4.85,0,0,9.7,63.55
JAI JAGANATH VT STORE,,580418001786,6/11/2018,22.86,14,3.2,14,3.2,12,2.74,9.14,32
JAI JAGANATH VT STORE,,580418001786,6/11/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
JAI JAGANATH VT STORE,,580418001786,6/11/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
JAI JAGANATH VT STORE,,580418001786,6/11/2018,22.86,14,3.2,14,3.2,12,2.74,9.14,32
JAI JAGANATH VT STORE,,580418001786,6/11/2018,25.97,14,3.64,14,3.64,12,3.12,10.4,36.37
JAI JAGANATH VT STORE,,580418001786,6/11/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
